timestamp,tb_cpu,tb_mem_gb,pg_cpu,pg_mem_gb,middts_cpu,middts_mem_gb,host_cpu,host_mem_gb,active_sims
2025-10-02T20:56:27Z,346.06,1.387,0,0,138.42,1.934,67.6,9,5
2025-10-02T20:56:36Z,330.02,1.386,0,0,6.56,2.301,44.6,9,5
2025-10-02T20:56:45Z,347.35,1.387,0,0,9.81,2.301,52.0,9,5
2025-10-02T20:56:54Z,340.98,1.387,0,0,5.94,2.302,63.3,9,5
2025-10-02T20:57:03Z,346.01,1.387,0,0,6.16,2.302,65.5,9,5
2025-10-02T20:57:12Z,286.95,1.387,0,0,5.92,2.302,64.2,9,5
2025-10-02T20:57:21Z,234.25,1.387,0,0,5.96,2.302,68.9,9,5
2025-10-02T20:57:29Z,316.33,1.388,0,0,7.55,2.302,69.7,9,5
2025-10-02T20:57:38Z,297.23,1.387,0,0,7.90,2.302,64.0,9,5
2025-10-02T20:57:47Z,339.79,1.387,0,0,6.07,2.302,70.1,9,5
2025-10-02T20:57:56Z,334.25,1.387,0,0,4.99,2.302,55.7,9,5
2025-10-02T20:58:05Z,188.04,1.387,0,0,6.48,2.302,52.5,9,5
2025-10-02T20:58:14Z,310.04,1.387,0,0,7.73,2.302,67.0,9,5
2025-10-02T20:58:23Z,282.12,1.387,0,0,5.42,2.303,63.7,9,5
2025-10-02T20:58:32Z,333.61,1.387,0,0,8.41,2.303,77.6,9,5
2025-10-02T20:58:41Z,288.21,1.387,0,0,5.06,2.303,73.6,9,5
2025-10-02T20:58:50Z,208.49,1.387,0,0,4.67,2.303,61.4,9,5
2025-10-02T20:58:58Z,277.53,1.387,0,0,7.72,2.303,75.0,9,5
2025-10-02T20:59:07Z,324.01,1.387,0,0,5.79,2.303,68.0,9,5
2025-10-02T20:59:16Z,335.60,1.387,0,0,5.77,2.303,74.0,9,5
2025-10-02T20:59:25Z,325.00,1.387,0,0,6.33,2.303,70.8,9,5
2025-10-02T20:59:34Z,273.37,1.387,0,0,6.63,2.303,39.8,9,5
2025-10-02T20:59:43Z,334.65,1.387,0,0,11.62,2.304,68.4,9,5
2025-10-02T20:59:52Z,341.34,1.387,0,0,5.28,2.304,65.7,9,5
2025-10-02T21:00:01Z,341.43,1.387,0,0,4.74,2.304,77.9,9,5
2025-10-02T21:00:10Z,310.97,1.387,0,0,2.54,2.304,71.8,9,5
2025-10-02T21:00:18Z,280.19,1.387,0,0,15.04,2.304,40.6,9,5
2025-10-02T21:00:27Z,331.35,1.387,0,0,5.95,2.304,68.3,9,5
2025-10-02T21:00:36Z,303.94,1.387,0,0,5.73,2.304,74.1,9,5
2025-10-02T21:00:45Z,329.68,1.387,0,0,5.73,2.304,74.2,9,5
2025-10-02T21:00:54Z,294.43,1.388,0,0,5.31,2.305,68.6,9,5
2025-10-02T21:01:03Z,199.31,1.387,0,0,5.92,2.305,56.4,9,5
2025-10-02T21:01:12Z,326.78,1.387,0,0,7.00,2.305,72.7,9,5
2025-10-02T21:01:21Z,335.81,1.387,0,0,5.97,2.305,66.3,9,5
2025-10-02T21:01:30Z,275.95,1.387,0,0,0.29,1.851,9.9,9,5
2025-10-02T21:01:39Z,7.01,1.387,0,0,0.30,1.851,11.1,9,5
2025-10-02T21:01:47Z,5.49,1.387,0,0,0.32,1.851,14.0,9,5
2025-10-02T21:01:56Z,4.68,1.387,0,0,0.33,1.851,6.1,9,5
2025-10-02T21:02:05Z,5.07,1.387,0,0,0.76,1.851,12.1,9,5
2025-10-02T21:02:14Z,4.73,1.387,0,0,3.73,1.851,9.1,9,5
2025-10-02T21:02:23Z,4.81,1.387,0,0,3.08,1.851,4.1,9,5
2025-10-02T21:02:32Z,4.56,1.387,0,0,3.16,2.302,13.1,9,5
2025-10-02T21:02:40Z,16.77,1.387,0,0,3.38,2.302,4.0,9,5
2025-10-02T21:02:49Z,18.34,1.387,0,0,4.69,2.302,17.3,9,5
2025-10-02T21:02:58Z,25.22,1.387,0,0,2.39,2.302,13.5,9,5
2025-10-02T21:03:07Z,20.67,1.387,0,0,0.26,2.302,3.7,9,5
2025-10-02T21:03:16Z,18.83,1.387,0,0,4.94,2.302,8.1,9,5
2025-10-02T21:03:25Z,20.54,1.387,0,0,2.34,2.303,12.5,9,5
2025-10-02T21:03:34Z,18.33,1.386,0,0,3.87,2.303,2.0,9,5
2025-10-02T21:03:42Z,29.58,1.386,0,0,3.76,2.303,9.0,9,5
2025-10-02T21:03:51Z,23.56,1.386,0,0,2.74,2.303,20.8,9,5
2025-10-02T21:04:00Z,29.04,1.386,0,0,2.87,2.303,21.2,9,5
2025-10-02T21:04:09Z,18.17,1.386,0,0,5.23,2.303,14.0,9,5
2025-10-02T21:04:18Z,29.52,1.386,0,0,4.97,2.303,19.6,9,5
2025-10-02T21:04:27Z,6.94,1.386,0,0,0.31,2.304,5.1,9,5
2025-10-02T21:04:35Z,17.94,1.386,0,0,4.35,2.303,12.6,9,5
2025-10-02T21:04:44Z,18.64,1.386,0,0,6.04,2.304,15.6,9,5
2025-10-02T21:04:53Z,20.14,1.386,0,0,2.81,2.304,5.1,9,5
2025-10-02T21:05:02Z,19.67,1.386,0,0,2.75,2.304,12.4,9,5
2025-10-02T21:05:11Z,41.55,1.386,0,0,4.62,2.304,11.3,9,5
