timestamp,tb_cpu,tb_mem_gb,pg_cpu,pg_mem_gb,middts_cpu,middts_mem_gb,host_cpu,host_mem_gb,active_sims
2025-10-02T12:57:12Z,207.71,1.385,0,0,18.68,2.302,60.4,9,5
2025-10-02T12:57:21Z,320.58,1.385,0,0,6.38,2.302,63.9,9,5
2025-10-02T12:57:30Z,327.53,1.385,0,0,5.14,2.302,60.2,9,5
2025-10-02T12:57:39Z,324.41,1.385,0,0,6.99,2.303,71.4,9,5
2025-10-02T12:57:48Z,296.88,1.385,0,0,7.45,2.303,72.1,9,5
2025-10-02T12:57:57Z,276.55,1.385,0,0,2.64,2.303,56.6,9,5
2025-10-02T12:58:06Z,259.81,1.385,0,0,6.66,2.303,63.1,9,5
2025-10-02T12:58:14Z,316.62,1.385,0,0,5.49,2.303,68.5,9,5
2025-10-02T12:58:23Z,326.65,1.386,0,0,5.87,2.303,74.8,9,5
2025-10-02T12:58:32Z,331.39,1.385,0,0,7.17,2.303,63.2,9,5
2025-10-02T12:58:41Z,273.29,1.385,0,0,29.41,2.303,52.8,9,5
2025-10-02T12:58:50Z,213.97,1.386,0,0,6.06,2.303,71.1,9,5
2025-10-02T12:58:59Z,341.74,1.386,0,0,13.09,2.303,70.3,9,5
2025-10-02T12:59:08Z,335.57,1.385,0,0,8.09,2.303,73.5,9,5
2025-10-02T12:59:17Z,330.91,1.385,0,0,8.89,2.303,70.4,9,5
2025-10-02T12:59:26Z,321.73,1.385,0,0,5.45,2.303,70.0,9,5
2025-10-02T12:59:35Z,327.70,1.385,0,0,7.30,2.303,41.0,9,5
2025-10-02T12:59:44Z,312.94,1.386,0,0,5.75,2.303,71.0,9,5
2025-10-02T12:59:52Z,333.34,1.386,0,0,6.76,2.303,63.0,9,5
2025-10-02T13:00:01Z,321.46,1.386,0,0,7.19,2.303,76.0,9,5
2025-10-02T13:00:10Z,306.63,1.386,0,0,5.70,2.303,69.8,9,5
2025-10-02T13:00:19Z,208.69,1.386,0,0,6.20,2.303,45.5,9,5
2025-10-02T13:00:28Z,332.43,1.386,0,0,9.09,2.303,60.9,9,5
2025-10-02T13:00:37Z,316.35,1.386,0,0,5.15,2.303,66.0,9,5
2025-10-02T13:00:46Z,333.90,1.386,0,0,7.80,2.303,74.1,9,5
2025-10-02T13:00:55Z,296.92,1.386,0,0,6.02,2.303,67.8,9,5
2025-10-02T13:01:04Z,8.54,1.386,0,0,0.35,1.848,15.5,9,5
2025-10-02T13:01:13Z,6.30,1.386,0,0,4.90,1.848,9.4,8,5
2025-10-02T13:01:22Z,6.72,1.386,0,0,1.12,1.848,3.0,8,5
2025-10-02T13:01:30Z,6.23,1.386,0,0,0.31,1.848,5.8,8,5
2025-10-02T13:01:39Z,5.84,1.386,0,0,0.32,1.848,5.0,8,5
2025-10-02T13:01:48Z,5.23,1.386,0,0,0.29,1.848,10.4,8,5
2025-10-02T13:01:57Z,5.41,1.386,0,0,1.04,1.848,7.9,8,5
2025-10-02T13:02:06Z,5.13,1.385,0,0,0.33,1.848,13.6,8,5
2025-10-02T13:02:15Z,4.83,1.385,0,0,0.67,1.848,13.9,9,5
2025-10-02T13:02:24Z,4.52,1.385,0,0,0.30,1.848,4.0,8,5
2025-10-02T13:02:32Z,4.47,1.385,0,0,0.33,1.848,4.7,8,5
2025-10-02T13:02:41Z,4.12,1.385,0,0,1.08,1.848,6.9,8,5
2025-10-02T13:02:50Z,4.31,1.385,0,0,0.28,1.848,10.6,8,5
2025-10-02T13:02:59Z,4.51,1.385,0,0,0.45,1.848,8.3,8,5
2025-10-02T13:03:08Z,4.34,1.384,0,0,0.28,1.848,9.3,8,5
2025-10-02T13:03:17Z,5.08,1.384,0,0,0.81,1.848,5.1,8,5
2025-10-02T13:03:26Z,4.26,1.384,0,0,0.35,1.848,13.3,8,5
2025-10-02T13:03:34Z,4.85,1.384,0,0,0.62,1.848,12.0,8,5
2025-10-02T13:03:43Z,4.70,1.384,0,0,4.91,1.848,6.9,9,5
2025-10-02T13:03:52Z,4.28,1.384,0,0,1.16,1.848,6.0,9,5
2025-10-02T13:04:01Z,4.60,1.384,0,0,0.35,1.848,7.5,8,5
2025-10-02T13:04:10Z,4.28,1.384,0,0,0.31,1.848,8.5,8,5
2025-10-02T13:04:19Z,4.46,1.384,0,0,0.73,1.848,4.1,8,5
2025-10-02T13:04:28Z,4.58,1.384,0,0,0.33,1.848,4.1,8,5
2025-10-02T13:04:36Z,4.25,1.384,0,0,0.44,1.848,1.9,8,5
2025-10-02T13:04:45Z,4.47,1.384,0,0,0.50,1.848,6.5,8,5
2025-10-02T13:04:54Z,4.53,1.384,0,0,0.69,1.848,17.7,8,5
2025-10-02T13:05:03Z,5.02,1.384,0,0,0.32,1.848,12.0,8,5
2025-10-02T13:05:12Z,4.51,1.384,0,0,1.02,1.848,16.5,8,5
2025-10-02T13:05:21Z,4.28,1.384,0,0,0.34,1.848,7.2,8,5
2025-10-02T13:05:30Z,4.47,1.384,0,0,0.32,1.848,2.9,8,5
2025-10-02T13:05:38Z,4.22,1.384,0,0,1.02,1.848,1.9,8,5
2025-10-02T13:05:47Z,4.31,1.384,0,0,0.87,1.848,7.2,8,5
2025-10-02T13:05:56Z,4.21,1.384,0,0,0.44,1.848,8.0,8,5
2025-10-02T13:06:05Z,4.36,1.384,0,0,0.46,1.848,16.5,8,5
2025-10-02T13:06:14Z,4.26,1.384,0,0,3.91,1.848,16.5,8,5
2025-10-02T13:06:23Z,4.13,1.384,0,0,0.82,1.848,8.5,9,5
2025-10-02T13:06:31Z,4.39,1.383,0,0,0.31,1.848,6.0,8,5
2025-10-02T13:06:40Z,4.13,1.383,0,0,0.41,1.848,8.9,8,5
2025-10-02T13:06:49Z,3.97,1.383,0,0,0.26,1.848,2.1,8,5
2025-10-02T13:06:58Z,4.03,1.383,0,0,0.91,1.848,7.2,8,5
2025-10-02T13:07:07Z,4.98,1.383,0,0,1.08,1.848,6.1,8,5
2025-10-02T13:07:16Z,4.82,1.383,0,0,0.46,1.848,6.1,8,5
2025-10-02T13:07:25Z,3.76,1.383,0,0,0.47,1.848,14.4,8,5
2025-10-02T13:07:33Z,6.54,1.384,0,0,0.51,1.848,7.1,8,5
2025-10-02T13:07:42Z,4.25,1.383,0,0,0.88,1.848,7.1,8,5
2025-10-02T13:07:51Z,3.94,1.383,0,0,0.33,1.848,10.1,8,5
2025-10-02T13:08:00Z,4.26,1.383,0,0,0.43,1.848,5.0,8,5
2025-10-02T13:08:09Z,4.53,1.383,0,0,0.34,1.848,7.1,8,5
2025-10-02T13:08:18Z,4.17,1.383,0,0,1.42,1.848,3.0,8,5
2025-10-02T13:08:26Z,4.33,1.383,0,0,0.32,1.848,10.3,8,5
2025-10-02T13:08:35Z,5.02,1.383,0,0,0.63,1.848,6.1,8,5
