timestamp,tb_cpu,tb_mem_gb,pg_cpu,pg_mem_gb,middts_cpu,middts_mem_gb,host_cpu,host_mem_gb,active_sims
2025-10-02T12:50:58Z,278.16,1.383,0,0,17.26,1.856,76.9,9,5
2025-10-02T12:51:07Z,285.48,1.383,0,0,5.01,2.298,53.9,9,5
2025-10-02T12:51:15Z,291.79,1.384,0,0,6.25,2.298,70.6,9,5
2025-10-02T12:51:24Z,281.96,1.384,0,0,6.93,2.298,66.0,9,5
2025-10-02T12:51:33Z,322.69,1.384,0,0,6.51,2.298,71.6,9,5
2025-10-02T12:51:42Z,290.50,1.384,0,0,3.72,2.298,68.3,9,5
2025-10-02T12:51:51Z,350.09,1.384,0,0,5.29,2.298,44.8,9,5
2025-10-02T12:52:00Z,340.07,1.384,0,0,7.12,2.298,62.3,9,5
2025-10-02T12:52:09Z,321.02,1.384,0,0,8.11,2.299,65.4,9,5
2025-10-02T12:52:18Z,304.38,1.384,0,0,6.53,2.299,73.5,9,5
2025-10-02T12:52:27Z,326.45,1.384,0,0,6.20,2.299,64.5,9,5
2025-10-02T12:52:36Z,313.74,1.384,0,0,16.61,2.299,69.4,9,5
2025-10-02T12:52:45Z,332.46,1.384,0,0,5.62,2.299,72.5,9,5
2025-10-02T12:52:54Z,294.86,1.384,0,0,5.27,2.299,67.9,9,5
2025-10-02T12:53:02Z,315.42,1.384,0,0,8.68,2.299,76.4,9,5
2025-10-02T12:53:11Z,340.47,1.384,0,0,10.46,2.299,58.6,9,5
2025-10-02T12:53:20Z,307.22,1.384,0,0,3.18,2.299,44.6,9,5
2025-10-02T12:53:29Z,284.12,1.384,0,0,6.52,2.299,71.0,9,5
2025-10-02T12:53:38Z,310.31,1.384,0,0,6.48,2.3,71.6,9,5
2025-10-02T12:53:47Z,322.25,1.384,0,0,6.35,2.3,70.3,9,5
2025-10-02T12:53:56Z,329.64,1.384,0,0,7.49,2.3,72.4,9,5
2025-10-02T12:54:05Z,226.38,1.384,0,0,2.88,2.3,67.3,9,5
2025-10-02T12:54:14Z,232.62,1.384,0,0,5.77,2.3,68.7,9,5
2025-10-02T12:54:23Z,321.66,1.384,0,0,5.97,2.3,70.9,9,5
2025-10-02T12:54:32Z,308.45,1.384,0,0,9.17,2.3,70.4,9,5
2025-10-02T12:54:40Z,321.07,1.384,0,0,7.50,2.3,72.6,9,5
2025-10-02T12:54:49Z,295.53,1.384,0,0,3.41,2.3,51.4,9,5
2025-10-02T12:54:58Z,222.51,1.384,0,0,5.53,2.301,70.6,9,5
2025-10-02T12:55:07Z,320.27,1.384,0,0,11.47,2.301,65.1,9,5
2025-10-02T12:55:16Z,314.19,1.384,0,0,7.53,2.301,68.2,9,5
2025-10-02T12:55:25Z,320.30,1.384,0,0,7.08,2.301,70.2,9,5
2025-10-02T12:55:34Z,272.79,1.384,0,0,4.51,2.301,67.6,9,5
2025-10-02T12:55:43Z,248.09,1.384,0,0,5.14,2.301,66.7,9,5
2025-10-02T12:55:52Z,338.01,1.384,0,0,5.83,2.301,74.6,9,5
2025-10-02T12:56:01Z,317.65,1.385,0,0,7.48,2.301,73.0,9,5
2025-10-02T12:56:10Z,325.32,1.385,0,0,5.29,2.301,75.2,9,5
2025-10-02T12:56:19Z,316.58,1.385,0,0,6.80,2.302,61.3,9,5
2025-10-02T12:56:27Z,249.01,1.385,0,0,5.43,2.302,52.8,9,5
2025-10-02T12:56:36Z,315.44,1.385,0,0,9.15,2.302,80.4,9,5
2025-10-02T12:56:45Z,324.22,1.385,0,0,7.38,2.302,67.0,9,5
2025-10-02T12:56:54Z,336.41,1.385,0,0,6.89,2.302,64.7,9,5
2025-10-02T12:57:03Z,318.98,1.385,0,0,5.10,2.302,66.7,9,5
