timestamp,tb_cpu,tb_mem_gb,pg_cpu,pg_mem_gb,middts_cpu,middts_mem_gb,host_cpu,host_mem_gb,active_sims
2025-10-02T02:04:49Z,0,0,0,0,0,0,3.0,9,0
2025-10-02T02:04:54Z,0,0,0,0,0,0,1.0,9,0
2025-10-02T02:04:59Z,0,0,0,0,0,0,3.0,9,0
2025-10-02T02:05:05Z,0,0,0,0,0,0,5.1,9,0
2025-10-02T02:05:10Z,0,0,0,0,0,0,4.1,9,0
2025-10-02T02:05:15Z,0,0,0,0,0,0,14.4,9,0
2025-10-02T02:05:21Z,0,0,0,0,0,0,48.1,9,0
2025-10-02T02:05:26Z,0,0,0,0,0,0,48.5,9,0
2025-10-02T02:05:32Z,0,0,0,0,0,0,32.0,9,0
2025-10-02T02:05:37Z,0,0,0,0,0,0,33.7,9,0
2025-10-02T02:05:42Z,0,0,0,0,0,0,45.5,9,0
2025-10-02T02:05:48Z,0,0,0,0,0,0,47.6,9,0
2025-10-02T02:05:53Z,0,0,0,0,0,0,35.1,9,0
2025-10-02T02:05:58Z,0,0,0,0,0,0,46.4,9,0
